8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,0,0,7,7,5,7,7,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,0,6,5,6,0,6,5,7,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,0,6,6,6,0,1,0,6,5,7,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,6,5,5,5,0,1,1,0,5,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,6,6,6,6,0,1,1,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,5,5,5,5,0,1,1,1,0,5,7,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,6,6,6,5,0,1,1,0,6,7,5,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,6,6,5,6,6,0,0,6,6,6,6,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,0,5,6,6,5,6,5,6,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,0,0,6,5,6,6,5,5,6,5,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,0,5,7,7,0,6,6,6,5,6,7,0,5,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,0,6,5,6,5,6,6,6,0,0,0,0,6,5,7,0,8,8,8,8,8,8,8,8,8,8,8
8,8,0,0,0,6,5,6,5,7,6,5,5,6,0,0,0,0,3,3,5,0,8,8,8,8,8,8,8,8,8,8
8,0,6,5,7,6,3,3,7,0,6,5,6,5,7,0,0,0,0,5,7,7,0,8,8,8,8,8,8,8,8,8
0,5,5,6,5,7,3,2,0,2,4,4,4,6,0,0,0,5,0,6,5,7,0,8,8,8,8,8,8,8,8,8
0,6,6,5,7,5,7,0,2,3,3,3,4,6,6,0,7,0,0,6,6,5,0,8,8,8,8,8,8,8,8,8
0,5,5,6,7,5,0,0,2,2,2,3,6,5,0,5,6,7,0,0,0,0,8,8,8,8,8,8,8,8,8,8
0,6,6,0,5,6,0,8,0,6,5,6,5,6,6,5,3,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,0,0,8,0,0,8,8,0,2,3,6,5,6,6,3,3,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,3,3,3,3,3,2,2,2,3,4,4,3,0,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,0,0,4,4,4,3,2,0,0,0,0,3,3,4,3,0,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,0,0,3,4,4,3,2,0,8,8,8,8,0,3,3,2,0,8,8,8,8,8,8,8,8,8,8,8
8,8,8,0,6,5,7,2,3,2,0,8,8,8,8,0,2,3,5,5,7,0,8,8,8,8,8,8,8,8,8,8
8,8,0,6,5,7,5,7,0,0,8,8,8,8,8,0,6,6,5,6,5,7,0,8,8,8,8,8,8,8,8,8
8,8,0,6,5,6,5,6,0,8,8,8,8,8,8,0,6,6,5,6,6,5,0,8,8,8,8,8,8,8,8,8
8,8,8,0,0,0,0,0,8,8,8,8,8,8,8,8,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
