8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,3,3,3,3,3,3,3,3,3,3,3,3,0,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,8,8,8,8,8,8,8,8,8
8,8,8,8,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,8,8,8,8,8,8,8,8
8,8,8,8,0,3,3,4,4,6,6,6,6,6,6,6,6,6,6,4,4,3,3,0,8,8,8,8,8,8,8,8
8,8,8,8,0,3,3,4,4,6,7,7,7,7,7,7,7,7,6,4,4,3,3,0,8,8,8,8,8,8,8,8
8,8,8,8,0,3,3,4,4,6,7,13,13,13,13,13,13,7,6,4,4,3,3,0,8,8,8,8,8,8,8,8
8,8,8,8,0,3,3,4,4,6,7,13,1,1,1,1,13,7,6,4,4,3,3,0,8,8,8,8,8,8,8,8
8,8,8,8,0,3,3,4,4,6,7,13,1,1,1,1,13,7,6,4,4,3,3,0,8,8,8,8,8,8,8,8
8,8,8,8,8,0,3,3,4,4,6,7,7,13,13,7,7,6,4,4,3,3,0,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,0,3,3,4,4,6,6,7,7,6,6,4,4,3,3,0,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,3,3,4,4,4,6,6,4,4,4,3,3,0,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,0,3,3,4,4,4,4,4,4,3,3,0,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,0,3,3,3,4,4,3,3,3,0,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,0,3,3,3,3,3,3,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,0,0,3,3,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
